Table;Nom Technique;Nom Affiché;Avec Liste de Choix;Références
OSI_01_REN_01;cr446_quantite;OSI_01_REN_01_NCDSDSINM_01;Non;
OSI_01_REN_01;cr446_cuve_BulkDeleteFailures;OSI_01_REN_01_NCDSDSINM_03;Non;
OSI_01_REN_01;cr446_poids;OSI_01_REN_01_NCDSDSINM_04;Non;
OSI_01_REN_01;cr446_espece;OSI_01_REN_01_NCDSDSINM_05;Non;
OSI_01_REN_01;OSI_05;OSI_01_REN_01_NCDSDSINM_06;Oui;OSI_01_REN_01.OSI_05|OSI_01_OSRI_01.OSI_05|OSI_05_OSRI_01.OSI_05|OSI_01_OSRI_03.OSI_05|OSI_05_OSRI_02.OSI_05_OSRI_03|OSI_05_OSRI_04.OSI_05_OSRI_03|OSI_01_OSRI_04.OSI_05|OSI_05_OSRI_05.OSI_05_OSRI_06
OSI_01_REN_01;smallapp_foulonretannage;OSI_01_REN_01_NCDSDSINM_07;Non;
OSI_01_REN_01;cr446_cuve_AsyncOperations;OSI_01_REN_01_NCDSDSINM_09;Non;
OSI_01_REN_01;cr446_cqfr_Cuve_cr446_cuve;OSI_01_OSRI_04;Non;
OSI_01_REN_01;cr446_cuve_MailboxTrackingFolders;OSI_01_REN_01_NCDSDSINM_10;Non;
OSI_01_REN_01;cr446_cuve_ProcessSession;OSI_01_REN_01_NCDSDSINM_11;Non;
OSI_01_REN_01;cr446_qtyaffectee;OSI_01_REN_01_NCDSDSINM_12;Non;
OSI_01_REN_01;cr446_etapetri;OSI_01_REN_01_NCDSDSINM_13;Non;
OSI_01_REN_01;cr446_qtychoix2;OSI_01_REN_01_NCDSDSINM_15;Non;
OSI_01_REN_01;smallapp_foulontannage;OSI_01_REN_01_NCDSDSINM_17;Non;
OSI_01_REN_01;cr446_programme_Cuve_cr446_cuve;OSI_01_REN_01_NCDSDSINM_18;Non;
OSI_01_REN_01;cr446_choix2percent;OSI_01_REN_01_NCDSDSINM_19;Non;
OSI_01_REN_01;cr446_numero;OSI_01_REN_01_NCDSDSINM_20;Non;
OSI_01_REN_01;cr446_poidstxt;OSI_01_REN_01_NCDSDSINM_21;Non;
OSI_01_REN_01;cr446_commentairecuve;OSI_01_REN_01_NCDSDSINM_22;Non;
OSI_01_REN_01;cr446_affectation_cuve_cr446_cuve;OSI_01_OSRI_02;Non;
OSI_01_REN_01;OSI_06;OSI_01_REN_01_NCDSDSINM_26;Oui;OSI_01_REN_01.OSI_06|OSI_01_REN_01.OSI_06_OSRI_01|OSI_01_REN_01.OSI_06_OSRI_02|OSI_05_OSRI_05.OSI_06_OSRI_01|OSI_05_OSRI_05.OSI_06_OSRI_03|OSI_05_OSRI_05.OSI_06_OSRI_02
OSI_01_REN_01;smallapp_etat;OSI_01_REN_01_NCDSDSINM_27;Non;
OSI_01_REN_01;cr446_affectee;OSI_01_REN_01_NCDSDSINM_28;Non;
OSI_01_REN_01;cr446_qtychoix1;OSI_01_REN_01_NCDSDSINM_29;Non;
OSI_01_REN_01;cr446_choix1percent;OSI_01_REN_01_NCDSDSINM_30;Non;
OSI_01_REN_01;OSI_03;OSI_01_REN_01_NCDSDSINM_31;Oui;OSI_01_REN_01.OSI_03|OSI_01_OSRI_01.OSI_03
OSI_01_REN_01;cr446_essai_Cuve_cr446_cuve;OSI_05_OSRI_01;Non;
OSI_01_REN_01;cr446_cuve_PrincipalObjectAttributeAccesses;OSI_01_REN_01_NCDSDSINM_32;Non;
OSI_01_REN_01;cr446_defaut_Cuve_cr446_cuve;OSI_22_REN_01;Non;
OSI_01_REN_01;OSI_04;OSI_01_REN_01_NCDSDSINM_35;Oui;OSI_01_REN_01.OSI_04|OSI_01_OSRI_01.OSI_04
OSI_01_REN_01;cr446_etape;OSI_01_REN_01_NCDSDSINM_36;Non;
OSI_01_REN_01;cr446_cuve_DuplicateBaseRecord;OSI_01_REN_01_NCDSDSINM_37;Non;
OSI_01_REN_01;cr446_cuveid;OSI_01_REN_01_NCDSDSINM_38;Non;
OSI_01_REN_01;cr446_quantitetxt;OSI_01_REN_01_NCDSDSINM_44;Non;
OSI_01_REN_01;cr446_qtychoix3;OSI_01_REN_01_NCDSDSINM_46;Non;
OSI_01_REN_01;OSI_02;OSI_01_REN_01_NCDSDSINM_47;Oui;OSI_01_REN_01.OSI_02
OSI_01_REN_01;cr446_cuve_DuplicateMatchingRecord;OSI_01_REN_01_NCDSDSINM_48;Non;
OSI_01_REN_01;cr446_cuve_SyncErrors;OSI_01_REN_01_NCDSDSINM_49;Non;
OSI_01_REN_01;cr446_dateetape;OSI_01_REN_01_NCDSDSINM_50;Non;
OSI_01_REN_01;cr446_choix3percent;OSI_01_REN_01_NCDSDSINM_52;Non;
OSI_01_REN_01;cr446_commentaire_Cuve_cr446_cuve;OSI_52_REN_01;Non;
OSI_01_REN_01;cr446_ProgAval;OSI_01_REN_01_NCDSDSINM_53;Non;
OSI_01_OSRI_01;cr446_quantite;OSI_01_REN_01_NCDSDSINM_01;Non;
OSI_01_OSRI_01;cr446_datedder;OSI_01_OSRI_01_NCDSDSINM_01;Non;
OSI_01_OSRI_01;cr446_affectation_Programme_cr446_programme;OSI_01_OSRI_02;Non;
OSI_01_OSRI_01;cr446_poids;OSI_01_REN_01_NCDSDSINM_04;Non;
OSI_01_OSRI_01;cr446_programme_AsyncOperations;OSI_01_REN_01_NCDSDSINM_09;Non;
OSI_01_OSRI_01;cr446_progid;OSI_01_OSRI_01_NCDSDSINM_02;Non;
OSI_01_OSRI_01;cr446_espece;OSI_01_REN_01_NCDSDSINM_05;Non;
OSI_01_OSRI_01;OSI_05;OSI_01_REN_01_NCDSDSINM_06;Non;
OSI_01_OSRI_01;cr446_commentaireprog;OSI_01_REN_01_NCDSDSINM_22;Non;
OSI_01_OSRI_01;cr446_datecave;OSI_01_OSRI_01_NCDSDSINM_03;Non;
OSI_01_OSRI_01;cr446_etapetri;OSI_01_OSRI_01_NCDSDSINM_04;Non;
OSI_01_OSRI_01;cr446_programme_DuplicateMatchingRecord;OSI_01_OSRI_01_NCDSDSINM_05;Non;
OSI_01_OSRI_01;cr446_datedmrg;OSI_01_OSRI_01_NCDSDSINM_06;Non;
OSI_01_OSRI_01;cr446_commentaire_Programme_cr446_programme;OSI_52_REN_01;Non;
OSI_01_OSRI_01;cr446_essai_Programme_cr446_programme;OSI_05_OSRI_01;Non;
OSI_01_OSRI_01;cr446_numero;OSI_01_REN_01_NCDSDSINM_20;Non;
OSI_01_OSRI_01;smallapp_tri;OSI_01_OSRI_01_NCDSDSINM_07;Non;
OSI_01_OSRI_01;cr446_codearticle;OSI_01_OSRI_01_NCDSDSINM_08;Non;
OSI_01_OSRI_01;cr446_opencours;OSI_01_OSRI_01_NCDSDSINM_09;Non;
OSI_01_OSRI_01;cr446_datetri;OSI_01_OSRI_01_NCDSDSINM_10;Non;
OSI_01_OSRI_01;cr446_datedegr;OSI_01_OSRI_01_NCDSDSINM_11;Non;
OSI_01_OSRI_01;OSI_03;OSI_01_REN_01_NCDSDSINM_31;Non;
OSI_01_OSRI_01;cr446_programme_BulkDeleteFailures;OSI_01_REN_01_NCDSDSINM_03;Non;
OSI_01_OSRI_01;cr446_datedery;OSI_01_OSRI_01_NCDSDSINM_12;Non;
OSI_01_OSRI_01;cr446_choix1;OSI_01_OSRI_01_NCDSDSINM_13;Non;
OSI_01_OSRI_01;OSI_04;OSI_01_REN_01_NCDSDSINM_35;Non;
OSI_01_OSRI_01;cr446_choix2qty;OSI_01_OSRI_01_NCDSDSINM_14;Non;
OSI_01_OSRI_01;cr446_defaut_Programme_cr446_programme;OSI_22_REN_01;Non;
OSI_01_OSRI_01;cr446_choix3;OSI_01_OSRI_01_NCDSDSINM_15;Non;
OSI_01_OSRI_01;cr446_choix3qty;OSI_01_OSRI_01_NCDSDSINM_16;Non;
OSI_01_OSRI_01;cr446_programme_MailboxTrackingFolders;OSI_01_REN_01_NCDSDSINM_10;Non;
OSI_01_OSRI_01;cr446_programme_ProcessSession;OSI_01_REN_01_NCDSDSINM_11;Non;
OSI_01_OSRI_01;cr446_datetann;OSI_01_OSRI_01_NCDSDSINM_17;Non;
OSI_01_OSRI_01;OSI_10;OSI_01_OSRI_01_NCDSDSINM_18;Oui;OSI_01_OSRI_01.OSI_10|OSI_01_OSRI_03.OSI_10|OSI_10_OSRI_01.OSI_10_OSRI_02
OSI_01_OSRI_01;cr446_programme_SyncErrors;OSI_01_REN_01_NCDSDSINM_49;Non;
OSI_01_OSRI_01;cr446_choix2;OSI_01_OSRI_01_NCDSDSINM_19;Non;
OSI_01_OSRI_01;cr446_programme_DuplicateBaseRecord;OSI_01_OSRI_01_NCDSDSINM_20;Non;
OSI_01_OSRI_01;cr446_datemaer;OSI_01_OSRI_01_NCDSDSINM_21;Non;
OSI_01_OSRI_01;cr446_choix1qty;OSI_01_OSRI_01_NCDSDSINM_22;Non;
OSI_01_OSRI_01;cr446_programmeid;OSI_01_OSRI_01_NCDSDSINM_23;Non;
OSI_01_OSRI_01;cr446_programme_PrincipalObjectAttributeAccesses;OSI_01_REN_01_NCDSDSINM_32;Non;
OSI_01_OSRI_01;smallapp_etape;OSI_01_REN_01_NCDSDSINM_36;Non;
OSI_01_OSRI_01;cr446_Cuve;OSI_01_REN_01_NCDSDSINM_38;Non;
OSI_05_OSRI_01;cr446_photo;OSI_05_OSRI_01_NCDSDSINM_01;Non;
OSI_05_OSRI_01;smallapp_CuveLezard;OSI_05_OSRI_01_NCDSDSINM_02;Non;
OSI_05_OSRI_01;cr446_essai_BulkDeleteFailures;OSI_01_REN_01_NCDSDSINM_03;Non;
OSI_05_OSRI_01;cr446_essai_MailboxTrackingFolders;OSI_01_REN_01_NCDSDSINM_10;Non;
OSI_05_OSRI_01;cr446_essai_DuplicateMatchingRecord;OSI_05_OSRI_01_NCDSDSINM_03;Non;
OSI_05_OSRI_01;cr446_essaiid;OSI_05_OSRI_01_NCDSDSINM_04;Non;
OSI_05_OSRI_01;cr446_essai_SyncErrors;OSI_01_REN_01_NCDSDSINM_49;Non;
OSI_05_OSRI_01;cr446_essai_AsyncOperations;OSI_01_REN_01_NCDSDSINM_09;Non;
OSI_05_OSRI_01;cr83b_complementpiecesjointes;OSI_05_OSRI_01_NCDSDSINM_05;Non;
OSI_05_OSRI_01;cr446_numeroessai;OSI_05_OSRI_01_NCDSDSINM_06;Non;
OSI_05_OSRI_01;cr446_Emetteurvivoin;OSI_05_OSRI_01_NCDSDSINM_07;Non;
OSI_05_OSRI_01;cr446_essai_DuplicateBaseRecord;OSI_05_OSRI_01_NCDSDSINM_08;Non;
OSI_05_OSRI_01;cr446_essai_FileAttachments;OSI_05_OSRI_01_NCDSDSINM_09;Non;
OSI_05_OSRI_01;cr83b_Emetteuravecmail;OSI_05_OSRI_01_NCDSDSINM_10;Non;
OSI_05_OSRI_01;OSI_05;OSI_01_REN_01_NCDSDSINM_06;Non;
OSI_05_OSRI_01;smallapp_LotAchat;OSI_05_OSRI_01_NCDSDSINM_11;Non;
OSI_05_OSRI_01;smallapp_LotAchatTaille;OSI_05_OSRI_01_NCDSDSINM_12;Non;
OSI_05_OSRI_01;smallapp_AffectationLotCuve;OSI_05_OSRI_01_NCDSDSINM_13;Non;
OSI_05_OSRI_01;cr446_Cuve;OSI_05_OSRI_01_NCDSDSINM_14;Non;
OSI_05_OSRI_01;cr446_description;OSI_05_OSRI_01_NCDSDSINM_15;Non;
OSI_05_OSRI_01;cr446_emetteur;OSI_05_OSRI_01_NCDSDSINM_16;Non;
OSI_05_OSRI_01;cr446_commentaireessai;OSI_05_OSRI_01_NCDSDSINM_17;Non;
OSI_05_OSRI_01;cr446_Programme;OSI_05_OSRI_01_NCDSDSINM_18;Non;
OSI_05_OSRI_01;smallapp_statutcloture;OSI_05_OSRI_01_NCDSDSINM_19;Non;
OSI_05_OSRI_01;cr446_ProgAval;OSI_05_OSRI_01_NCDSDSINM_20;Non;
OSI_05_OSRI_01;cr446_essai_PrincipalObjectAttributeAccesses;OSI_01_REN_01_NCDSDSINM_32;Non;
OSI_05_OSRI_01;cr446_photoid;OSI_05_OSRI_01_NCDSDSINM_21;Non;
OSI_05_OSRI_01;cr446_essai_ProcessSession;OSI_01_REN_01_NCDSDSINM_11;Non;
OSI_05_OSRI_01;OSI_14;OSI_05_OSRI_01_NCDSDSINM_22;Oui;OSI_05_OSRI_01.OSI_14
OSI_05_OSRI_01;cr446_atelier;OSI_05_OSRI_01_NCDSDSINM_23;Non;
OSI_01_OSRI_02;cr446_quantite;OSI_01_REN_01_NCDSDSINM_01;Non;
OSI_01_OSRI_02;cr446_affectation_BulkDeleteFailures;OSI_01_REN_01_NCDSDSINM_03;Non;
OSI_01_OSRI_02;cr446_espece;OSI_01_REN_01_NCDSDSINM_05;Non;
OSI_01_OSRI_02;cr446_affectation_PrincipalObjectAttributeAccesses;OSI_01_REN_01_NCDSDSINM_32;Non;
OSI_01_OSRI_02;smallapp_LotAchat;OSI_05_OSRI_01_NCDSDSINM_11;Non;
OSI_01_OSRI_02;OSI_18;OSI_01_OSRI_02_NCDSDSINM_01;Oui;OSI_01_OSRI_02.OSI_18|OSI_01_OSRI_02.OSI_18_OSRI_01
OSI_01_OSRI_02;cr446_affectation_DuplicateMatchingRecord;OSI_01_OSRI_02_NCDSDSINM_02;Non;
OSI_01_OSRI_02;smallapp_AffectationLotCuve;OSI_05_OSRI_01_NCDSDSINM_13;Non;
OSI_01_OSRI_02;cr446_affectation_DuplicateBaseRecord;OSI_01_OSRI_02_NCDSDSINM_03;Non;
OSI_01_OSRI_02;smallapp_LotAchatTaille;OSI_05_OSRI_01_NCDSDSINM_12;Non;
OSI_01_OSRI_02;cr446_affectation_MailboxTrackingFolders;OSI_01_REN_01_NCDSDSINM_10;Non;
OSI_01_OSRI_02;smallapp_choixaffectation;OSI_01_OSRI_02_NCDSDSINM_04;Non;
OSI_01_OSRI_02;cr446_numeroaffectation;OSI_01_OSRI_02_NCDSDSINM_05;Non;
OSI_01_OSRI_02;smallapp_CuveLezard;OSI_05_OSRI_01_NCDSDSINM_02;Non;
OSI_01_OSRI_02;cr446_Programme;OSI_05_OSRI_01_NCDSDSINM_18;Non;
OSI_01_OSRI_02;cr446_affectation_SyncErrors;OSI_01_REN_01_NCDSDSINM_49;Non;
OSI_01_OSRI_02;cr446_affectation_AsyncOperations;OSI_01_REN_01_NCDSDSINM_09;Non;
OSI_01_OSRI_02;OSI_19;OSI_01_OSRI_02_NCDSDSINM_06;Oui;OSI_01_OSRI_02.OSI_19
OSI_01_OSRI_02;cr446_affectationid;OSI_01_OSRI_02_NCDSDSINM_07;Non;
OSI_01_OSRI_02;cr446_ProgAval;OSI_05_OSRI_01_NCDSDSINM_20;Non;
OSI_01_OSRI_02;cr446_affectation_ProcessSession;OSI_01_REN_01_NCDSDSINM_11;Non;
OSI_01_OSRI_02;cr446_Cuve;OSI_05_OSRI_01_NCDSDSINM_14;Non;
OSI_22_REN_01;cr83b_codedefautc;OSI_22_REN_01_NCDSDSINM_01;Non;
OSI_22_REN_01;cr446_defaut_DuplicateMatchingRecord;OSI_22_REN_01_NCDSDSINM_02;Non;
OSI_22_REN_01;cr446_defaut_SyncErrors;OSI_01_REN_01_NCDSDSINM_49;Non;
OSI_22_REN_01;cr446_defaut_MailboxTrackingFolders;OSI_01_REN_01_NCDSDSINM_10;Non;
OSI_22_REN_01;smallapp_LotAchat;OSI_05_OSRI_01_NCDSDSINM_11;Non;
OSI_22_REN_01;cr446_photodefautid;OSI_22_REN_01_NCDSDSINM_03;Non;
OSI_22_REN_01;cr446_commentairedefaut;OSI_05_OSRI_01_NCDSDSINM_15;Non;
OSI_22_REN_01;smallapp_AffectationLotCuve;OSI_05_OSRI_01_NCDSDSINM_13;Non;
OSI_22_REN_01;smallapp_LotAchatTaille;OSI_05_OSRI_01_NCDSDSINM_12;Non;
OSI_22_REN_01;cr446_defaut_AsyncOperations;OSI_01_REN_01_NCDSDSINM_09;Non;
OSI_22_REN_01;smallapp_CuveLezard;OSI_05_OSRI_01_NCDSDSINM_02;Non;
OSI_22_REN_01;cr446_Programme;OSI_05_OSRI_01_NCDSDSINM_18;Non;
OSI_22_REN_01;cr446_numerodefaut;OSI_22_REN_01_NCDSDSINM_04;Non;
OSI_22_REN_01;cr446_defaut_PrincipalObjectAttributeAccesses;OSI_01_REN_01_NCDSDSINM_32;Non;
OSI_22_REN_01;cr446_codedefaut;OSI_22_REN_01_NCDSDSINM_05;Non;
OSI_22_REN_01;cr446_intituledefaut;OSI_22_REN_01_NCDSDSINM_06;Non;
OSI_22_REN_01;cr446_ProgAval;OSI_05_OSRI_01_NCDSDSINM_20;Non;
OSI_22_REN_01;cr446_photodefaut;OSI_22_REN_01_NCDSDSINM_07;Non;
OSI_22_REN_01;cr446_defaut_BulkDeleteFailures;OSI_01_REN_01_NCDSDSINM_03;Non;
OSI_22_REN_01;cr446_defaut_ProcessSession;OSI_01_REN_01_NCDSDSINM_11;Non;
OSI_22_REN_01;cr446_defaut_DuplicateBaseRecord;OSI_22_REN_01_NCDSDSINM_08;Non;
OSI_22_REN_01;cr446_intitule;OSI_22_REN_01_NCDSDSINM_09;Non;
OSI_22_REN_01;cr446_Cuve;OSI_05_OSRI_01_NCDSDSINM_14;Non;
OSI_22_REN_01;cr446_defautid;OSI_22_REN_01_NCDSDSINM_10;Non;
OSI_26_REN_01;lk_msdyn_pmcalendarversion_modifiedonbehalfby;Versions du calendrier PM (lk_msdyn_pmcalendarversion_modifiedonbehalfby);Non;
OSI_26_REN_01;lk_businessunit_createdonbehalfby;Divisions (lk_businessunit_createdonbehalfby);Non;
OSI_26_REN_01;lk_searchrelationshipsettings_modifiedby;SearchRelationshipSettings (lk_searchrelationshipsettings_modifiedby);Non;
OSI_26_REN_01;lk_savedqueryvisualizationbase_createdby;Graphiques système (lk_savedqueryvisualizationbase_createdby);Non;
OSI_26_REN_01;lk_searchcustomanalyzer_createdby;SearchCustomAnalyzer (lk_searchcustomanalyzer_createdby);Non;
OSI_26_REN_01;lk_approvalstagecondition_createdonbehalfby;Conditions de la phase d’approbation (lk_approvalstagecondition_createdonbehalfby);Non;
OSI_26_REN_01;lk_knowledgesourceprofile_modifiedonbehalfby;Knowledge Source Profiles (lk_knowledgesourceprofile_modifiedonbehalfby);Non;
OSI_26_REN_01;lk_msdyn_aiodtrainingimage_modifiedby;AI Object Detection Image Mappings (lk_msdyn_aiodtrainingimage_modifiedby);Non;
OSI_26_REN_01;lk_retentionoperation_modifiedonbehalfby;RetentionOperation (lk_retentionoperation_modifiedonbehalfby);Non;
OSI_26_REN_01;lk_trait_modifiedonbehalfby;traits (lk_trait_modifiedonbehalfby);Non;
OSI_26_REN_01;msdyn_flow_actionapprovalmodelrelationship_systemuser;Modèles d’approbation d’action (msdyn_flow_actionapprovalmodelrelationship_systemuser);Non;
OSI_26_REN_01;lk_msdyn_solutionhealthruleset_modifiedby;Ensembles de règles d’intégrité de la solution (lk_msdyn_solutionhealthruleset_modifiedby);Non;
OSI_26_REN_01;lk_sharedworkspaceaccesstoken2_modifiedonbehalfby;Shared Workspace Access Token2s (lk_sharedworkspaceaccesstoken2_modifiedonbehalfby);Non;
OSI_26_REN_01;lk_aiskillconfig_modifiedonbehalfby;Configurations des compétences en IA (lk_aiskillconfig_modifiedonbehalfby);Non;
OSI_26_REN_01;lk_solutionbase_createdonbehalfby;Solutions (lk_solutionbase_createdonbehalfby);Non;
OSI_26_REN_01;lk_msfp_survey_modifiedonbehalfby;Enquêtes Customer Voice (lk_msfp_survey_modifiedonbehalfby);Non;
OSI_26_REN_01;lk_environmentvariablevalue_modifiedby;Environment Variable Values (lk_environmentvariablevalue_modifiedby);Non;
OSI_26_REN_01;user_msdyn_aiodtrainingimage;AI Object Detection Image Mappings (user_msdyn_aiodtrainingimage);Non;
OSI_26_REN_01;lk_aipluginoperationresponsetemplate_createdby;AIPluginOperationResponseTemplates (lk_aipluginoperationresponsetemplate_createdby);Non;
OSI_26_REN_01;lk_powerpagesitelanguage_createdonbehalfby;Langues du site (lk_powerpagesitelanguage_createdonbehalfby);Non;
OSI_26_REN_01;lk_sharedworkspaceaccesstoken2_createdby;Shared Workspace Access Token2s (lk_sharedworkspaceaccesstoken2_createdby);Non;
OSI_26_REN_01;lk_msdyn_kmpersonalizationsetting_createdby;Personnalisations des connaissances (lk_msdyn_kmpersonalizationsetting_createdby);Non;
OSI_26_REN_01;lk_powerpagessourcefile_modifiedby;Fichiers source du site (lk_powerpagessourcefile_modifiedby);Non;
OSI_26_REN_01;lk_signalregistration_modifiedonbehalfby;Signal Registrations (lk_signalregistration_modifiedonbehalfby);Non;
OSI_26_REN_01;lk_mcptool_createdonbehalfby;MCPTools (lk_mcptool_createdonbehalfby);Non;
OSI_26_REN_01;user_flowrun;Flow Runs (user_flowrun);Non;
OSI_26_REN_01;lk_usermobileofflineprofilemembership_modifiedonbehalfby;UserMobileOfflineProfileMemberships (lk_usermobileofflineprofilemembership_modifiedonbehalfby);Non;
OSI_26_REN_01;lk_flowmachineimage_modifiedby;Images de machines de flux (lk_flowmachineimage_modifiedby);Non;
OSI_26_REN_01;lk_privilegecheckerrun_createdonbehalfby;Privilege Checker Runs (lk_privilegecheckerrun_createdonbehalfby);Non;
OSI_26_REN_01;lk_documenttemplatebase_createdby;Modèles de document (lk_documenttemplatebase_createdby);Non;
OSI_26_REN_01;lk_powerfxrule_modifiedby;PowerfxRules (lk_powerfxrule_modifiedby);Non;
OSI_26_REN_01;user_aipluginexternalschema;AIPluginExternalSchemas (user_aipluginexternalschema);Non;
OSI_26_REN_01;lk_importdata_modifiedonbehalfby;Données d'importation (lk_importdata_modifiedonbehalfby);Non;
OSI_26_REN_01;lk_emailaddressconfiguration_modifiedby;Configurations des adresses e-mail (lk_emailaddressconfiguration_modifiedby);Non;
OSI_26_REN_01;lk_postcomment_createdby;Commentaires (lk_postcomment_createdby);Non;
OSI_26_REN_01;lk_flowmachinegroup_createdby;Groupes de machines de flux (lk_flowmachinegroup_createdby);Non;
OSI_26_REN_01;mspp_systemuser_mspp_adplacement_modifiedby;Placements publicitaires (mspp_systemuser_mspp_adplacement_modifiedby);Non;
OSI_26_REN_01;lk_appnotification_createdby;Notifications (lk_appnotification_createdby);Non;
OSI_26_REN_01;domainname;Nom d'utilisateur;Non;
OSI_26_REN_01;lk_msdyn_pmprocesstemplate_modifiedonbehalfby;Modèles de processus PM (lk_msdyn_pmprocesstemplate_modifiedonbehalfby);Non;
OSI_26_REN_01;lk_msdyn_analysisresult_modifiedby;Résultats d’analyse (lk_msdyn_analysisresult_modifiedby);Non;
OSI_26_REN_01;lk_powerpagesitelanguage_createdby;Langues du site (lk_powerpagesitelanguage_createdby);Non;
OSI_26_REN_01;yomifirstname;Prénom Yomi;Non;
OSI_26_REN_01;lk_copilotglossaryterm_modifiedby;CopilotGlossaryTerms (lk_copilotglossaryterm_modifiedby);Non;
OSI_26_REN_01;lk_feedback_createdonbehalfby;Commentaires (lk_feedback_createdonbehalfby);Non;
OSI_26_REN_01;lk_msdyn_aidocumenttemplate_createdonbehalfby;AI Document Templates (lk_msdyn_aidocumenttemplate_createdonbehalfby);Non;
OSI_26_REN_01;mspp_systemuser_mspp_websiteaccess_modifiedby;Autorisations d’accès au site web (mspp_systemuser_mspp_websiteaccess_modifiedby);Non;
OSI_26_REN_01;lk_delegatedauthorization_createdonbehalfby;DelegatedAuthorizations (lk_delegatedauthorization_createdonbehalfby);Non;
OSI_26_REN_01;lk_customeraddressbase_modifiedby;Adresses (lk_customeraddressbase_modifiedby);Non;
OSI_26_REN_01;lk_flowcredentialapplication_createdonbehalfby;Applications d’informations d’identification de flux (lk_flowcredentialapplication_createdonbehalfby);Non;
OSI_26_REN_01;lk_credential_modifiedonbehalfby;Informations d’identification (lk_credential_modifiedonbehalfby);Non;
OSI_26_REN_01;lk_duplicaterulecondition_modifiedonbehalfby;Conditions de la règle de détection des doublons (lk_duplicaterulecondition_modifiedonbehalfby);Non;
OSI_26_REN_01;lk_sensitivitylabelattributemapping_modifiedonbehalfby;Sensitivity Label Attribute Mappings (lk_sensitivitylabelattributemapping_modifiedonbehalfby);Non;
OSI_26_REN_01;lk_msdyn_flow_actionapprovalmodel_modifiedby;Modèles d’approbation d’action (lk_msdyn_flow_actionapprovalmodel_modifiedby);Non;
OSI_26_REN_01;address1_composite;Adresse;Non;
OSI_26_REN_01;lk_powerpagecomponent_createdonbehalfby;Composants du site (lk_powerpagecomponent_createdonbehalfby);Non;
OSI_26_REN_01;lk_savedquery_createdonbehalfby;Vues (lk_savedquery_createdonbehalfby);Non;
OSI_26_REN_01;lk_solutioncomponentrelationshipconfiguration_modifiedonbehalfby;Configurations de la relation de composant de solution (lk_solutioncomponentrelationshipconfiguration_modifiedonbehalfby);Non;
OSI_26_REN_01;lk_msfp_surveyreminder_modifiedby;Rappels d’enquête Customer Voice (lk_msfp_surveyreminder_modifiedby);Non;
OSI_26_REN_01;lk_aipluginusersetting_createdby;AIPluginUserSetting (lk_aipluginusersetting_createdby);Non;
OSI_26_REN_01;lk_msdyn_flow_approval_modifiedby;Approbations (lk_msdyn_flow_approval_modifiedby);Non;
OSI_26_REN_01;lk_msdyn_aitestcaseinput_modifiedby;AI Test Case Input (lk_msdyn_aitestcaseinput_modifiedby);Non;
OSI_26_REN_01;lk_msdyn_dmssyncstatus_modifiedonbehalfby;DMS Sync Status (lk_msdyn_dmssyncstatus_modifiedonbehalfby);Non;
OSI_26_REN_01;lk_post_modifiedonbehalfby;Publications (lk_post_modifiedonbehalfby);Non;
OSI_26_REN_01;createdby_plugintypestatistic;Statistiques du type de plug-in (createdby_plugintypestatistic);Non;
OSI_26_REN_01;user_datalakefolder;Dossiers Data Lake (user_datalakefolder);Non;
OSI_26_REN_01;lk_msdyn_appinsightsmetadata_modifiedby;App Insights Metadatas (lk_msdyn_appinsightsmetadata_modifiedby);Non;
OSI_26_REN_01;mspp_systemuser_mspp_websiteaccess_createdby;Autorisations d’accès au site web (mspp_systemuser_mspp_websiteaccess_createdby);Non;
OSI_26_REN_01;lk_cr446_cuve_modifiedonbehalfby;Cuves Croco (lk_cr446_cuve_modifiedonbehalfby);Non;
OSI_26_REN_01;lk_trait_modifiedby;traits (lk_trait_modifiedby);Non;
OSI_26_REN_01;lk_packagehistory_modifiedonbehalfby;Package Histories (lk_packagehistory_modifiedonbehalfby);Non;
OSI_26_REN_01;lk_email_modifiedonbehalfby;Messages électroniques (lk_email_modifiedonbehalfby);Non;
OSI_26_REN_01;lk_powerpageslog_createdonbehalfby;Journaux Power Pages (lk_powerpageslog_createdonbehalfby);Non;
OSI_26_REN_01;lk_msdyn_function_modifiedby;Fonctions (lk_msdyn_function_modifiedby);Non;
OSI_26_REN_01;lk_serviceplan_modifiedonbehalfby;ServicePlans (lk_serviceplan_modifiedonbehalfby);Non;
OSI_26_REN_01;lk_metadataforarchival_createdonbehalfby;MetadataForArchival (lk_metadataforarchival_createdonbehalfby);Non;
OSI_26_REN_01;lk_approvalstageapproval_modifiedonbehalfby;Approbations de la phase d’approbation (lk_approvalstageapproval_modifiedonbehalfby);Non;
OSI_26_REN_01;lk_msdyn_pmsimulation_modifiedby;Simulations d’exploration des processus (lk_msdyn_pmsimulation_modifiedby);Non;
OSI_26_REN_01;lk_msfp_survey_createdonbehalfby;Enquêtes Customer Voice (lk_msfp_survey_createdonbehalfby);Non;
OSI_26_REN_01;lk_msdyn_tour_modifiedonbehalfby;Visites (lk_msdyn_tour_modifiedonbehalfby);Non;
OSI_26_REN_01;lk_recyclebinconfig_modifiedonbehalfby;Configurations de restauration des enregistrements supprimés (lk_recyclebinconfig_modifiedonbehalfby);Non;
